,0
num__rent_amount,4171.891126969743
num__electricity_amount,953.6293207705163
num__is_new_tenant,152.01334050089747
num__prior_invoices,115.79599391436517
num__credit_days,92.32743742048396
num__elec_share,85.56881741694787
num__year,67.25915949076835
num__prior_unpaid,41.192461514646126
num__quarter,32.42341872979664
num__prior_unpaid_ratio,24.347577071437527
num__month_num,11.528076485185409
