,0
num__prior_unpaid,0.4395754
num__year,0.1628897
num__other_charges,0.15012494
num__invoice_month_num,0.100252256
num__prior_unpaid_ratio,0.039419055
num__rent_amount,0.02075644
num__prior_invoices,0.019762244
num__total_amount,0.016040033
num__rent_growth,0.013974755
num__electricity_amount,0.013921857
num__credit_days,0.012540046
num__elec_share,0.010743284
num__quarter,0.0
num__month_num,0.0
num__has_other_charges,0.0
num__is_new_tenant,0.0
