property,apartment_code,billing_month,units_consumed,unit_cost,amount,apt_avg_units,deviation_from_avg,billing_period
Vista Heights,C41,Jun-25,1353.5,11.5,15565.25,714.8,638.7,2025-06
Vista Heights,C41,Jun-26,1450.7,11.5,16683.05,714.8,735.9,2026-06
Vista Heights,C41,Mar-24,41.2,11.0,453.2,714.8,-673.6,2024-03
Vista Heights,C41,Mar-25,1459.3,11.5,16781.95,714.8,744.5,2025-03
Vista Heights,C41,Mar-26,980.5,11.5,11275.75,714.8,265.7,2026-03
Vista Heights,C41,May-23,0.0,11.0,0.0,714.8,-714.8,2023-05
Vista Heights,C41,May-24,1319.0,11.0,14509.0,714.8,604.2,2024-05
Vista Heights,C41,May-25,1226.0,11.5,14099.0,714.8,511.2,2025-05
Vista Heights,C41,May-26,1483.8,11.5,17063.7,714.8,769.0,2026-05
Vista Heights,C41,Nov-23,0.0,11.0,0.0,714.8,-714.8,2023-11
Vista Heights,C41,Nov-24,863.3,11.5,9927.95,714.8,148.5,2024-11
Vista Heights,C41,Nov-25,824.5,11.5,9481.75,714.8,109.7,2025-11
Vista Heights,C41,Oct-23,0.5,11.0,5.5,714.8,-714.3,2023-10
Vista Heights,C41,Oct-24,1069.2,11.5,12295.8,714.8,354.4,2024-10
Vista Heights,C41,Oct-25,825.5,11.5,9493.25,714.8,110.7,2025-10
Vista Heights,C41,Sep-23,0.0,11.0,0.0,714.8,-714.8,2023-09
Vista Heights,C41,Sep-24,868.0,11.5,9982.0,714.8,153.2,2024-09
Vista Heights,C41,Sep-25,1164.8,11.5,13395.2,714.8,450.0,2025-09
Vista Heights,C42,Apr-23,319.0,11.5,3668.5,928.6,-609.6,2023-04
Vista Heights,C42,Apr-24,1293.6,11.0,14229.6,928.6,365.0,2024-04
Vista Heights,C42,Apr-25,1527.7,11.5,17568.55,928.6,599.1,2025-04
Vista Heights,C42,Apr-26,794.8,11.5,9140.2,928.6,-133.8,2026-04
Vista Heights,C42,Aug-23,1017.3,11.0,11190.3,928.6,88.7,2023-08
Vista Heights,C42,Aug-24,1039.0,11.5,11948.5,928.6,110.4,2024-08
Vista Heights,C42,Aug-25,1001.5,11.5,11517.25,928.6,72.9,2025-08
Vista Heights,C42,Dec-24,872.2,11.5,10030.3,928.6,-56.4,2024-12
Vista Heights,C42,Dec-25,694.0,11.5,7981.0,928.6,-234.6,2025-12
Vista Heights,C42,Feb-24,881.0,11.0,9691.0,928.6,-47.6,2024-02
Vista Heights,C42,Feb-25,989.9,11.5,11383.85,928.6,61.3,2025-02
Vista Heights,C42,Feb-26,662.7,11.5,7621.05,928.6,-265.9,2026-02
Vista Heights,C42,Jan-24,374.5,11.0,4119.5,928.6,-554.1,2024-01
Vista Heights,C42,Jan-25,961.2,11.5,11053.8,928.6,32.6,2025-01
Vista Heights,C42,Jan-26,506.8,11.5,5828.2,928.6,-421.8,2026-01
Vista Heights,C42,Jul-23,239.3,11.0,2632.3,928.6,-689.3,2023-07
Vista Heights,C42,Jul-24,1058.0,11.5,12167.0,928.6,129.4,2024-07
Vista Heights,C42,Jul-25,1497.8,11.5,17224.7,928.6,569.2,2025-07
Vista Heights,C42,Jun-23,496.1,11.0,5457.1,928.6,-432.5,2023-06
Vista Heights,C42,Jun-24,876.0,11.0,9636.0,928.6,-52.6,2024-06
Vista Heights,C42,Jun-25,1583.3,11.5,18207.95,928.6,654.7,2025-06
Vista Heights,C42,Jun-26,1016.9,11.5,11694.35,928.6,88.3,2026-06
Vista Heights,C42,Mar-24,1063.2,11.0,11695.2,928.6,134.6,2024-03
Vista Heights,C42,Mar-25,1239.4,11.5,14253.1,928.6,310.8,2025-03
Vista Heights,C42,Mar-26,708.1,11.5,8143.15,928.6,-220.5,2026-03
Vista Heights,C42,May-23,656.0,11.0,7216.0,928.6,-272.6,2023-05
Vista Heights,C42,May-24,1248.0,11.0,13728.0,928.6,319.4,2024-05
Vista Heights,C42,May-25,1490.0,11.5,17135.0,928.6,561.4,2025-05
Vista Heights,C42,May-26,906.4,11.5,10423.6,928.6,-22.2,2026-05
Vista Heights,C42,Nov-23,945.5,11.0,10400.5,928.6,16.9,2023-11
Vista Heights,C42,Nov-24,743.7,11.5,8552.55,928.6,-184.9,2024-11
Vista Heights,C42,Nov-25,919.9,11.5,10578.85,928.6,-8.7,2025-11
Vista Heights,C42,Oct-23,924.1,11.0,10165.1,928.6,-4.5,2023-10
Vista Heights,C42,Oct-24,972.0,11.5,11178.0,928.6,43.4,2024-10
Vista Heights,C42,Oct-25,871.2,11.5,10018.8,928.6,-57.4,2025-10
Vista Heights,C42,Sep-23,917.8,11.0,10095.8,928.6,-10.8,2023-09
Vista Heights,C42,Sep-24,995.3,11.5,11445.95,928.6,66.7,2024-09
Vista Heights,C42,Sep-25,983.7,11.5,11312.55,928.6,55.1,2025-09
Vista Heights,C43,Apr-23,891.0,11.5,10246.5,835.3,55.7,2023-04
Vista Heights,C43,Apr-24,762.1,11.0,8383.1,835.3,-73.2,2024-04
Vista Heights,C43,Apr-25,1098.3,11.5,12630.45,835.3,263.0,2025-04
Vista Heights,C43,Apr-26,1251.7,11.5,14394.55,835.3,416.4,2026-04
Vista Heights,C43,Aug-23,998.9,11.0,10987.9,835.3,163.6,2023-08
Vista Heights,C43,Aug-24,754.0,11.5,8671.0,835.3,-81.3,2024-08
Vista Heights,C43,Aug-25,1076.5,11.5,12379.75,835.3,241.2,2025-08
Vista Heights,C43,Dec-24,560.8,11.5,6449.2,835.3,-274.5,2024-12
Vista Heights,C43,Dec-25,333.6,11.5,3836.4,835.3,-501.7,2025-12
Vista Heights,C43,Feb-24,764.2,11.0,8406.2,835.3,-71.1,2024-02
Vista Heights,C43,Feb-25,707.7,11.5,8138.55,835.3,-127.6,2025-02
Vista Heights,C43,Feb-26,573.8,11.5,6598.7,835.3,-261.5,2026-02
Vista Heights,C43,Jan-24,314.1,11.0,3455.1,835.3,-521.2,2024-01
Vista Heights,C43,Jan-25,607.3,11.5,6983.95,835.3,-228.0,2025-01
Vista Heights,C43,Jan-26,531.3,11.5,6109.95,835.3,-304.0,2026-01
Vista Heights,C43,Jul-23,328.2,11.0,3610.2,835.3,-507.1,2023-07
Vista Heights,C43,Jul-24,924.0,11.5,10626.0,835.3,88.7,2024-07
Vista Heights,C43,Jul-25,899.7,11.5,10346.55,835.3,64.4,2025-07
Vista Heights,C43,Jun-23,580.5,11.0,6385.5,835.3,-254.8,2023-06
Vista Heights,C43,Jun-24,1100.0,11.0,12100.0,835.3,264.7,2024-06
Vista Heights,C43,Jun-25,1047.9,11.5,12050.85,835.3,212.6,2025-06
Vista Heights,C43,Jun-26,967.6,11.5,11127.4,835.3,132.3,2026-06
Vista Heights,C43,Mar-24,722.7,11.0,7949.7,835.3,-112.6,2024-03
Vista Heights,C43,Mar-25,1043.8,11.5,12003.7,835.3,208.5,2025-03
Vista Heights,C43,Mar-26,790.6,11.5,9091.9,835.3,-44.7,2026-03
Vista Heights,C43,May-23,543.0,11.0,5973.0,835.3,-292.3,2023-05
Vista Heights,C43,May-24,1334.0,11.0,14674.0,835.3,498.7,2024-05
Vista Heights,C43,May-25,1106.3,11.5,12722.45,835.3,271.0,2025-05
Vista Heights,C43,May-26,1269.6,11.5,14600.4,835.3,434.3,2026-05
Vista Heights,C43,Nov-23,738.3,11.0,8121.3,835.3,-97.0,2023-11
Vista Heights,C43,Nov-24,631.3,11.5,7259.95,835.3,-204.0,2024-11
Vista Heights,C43,Nov-25,769.5,11.5,8849.25,835.3,-65.8,2025-11
Vista Heights,C43,Oct-23,882.7,11.0,9709.7,835.3,47.4,2023-10
Vista Heights,C43,Oct-24,866.8,11.5,9968.2,835.3,31.5,2024-10
Vista Heights,C43,Oct-25,944.5,11.5,10861.75,835.3,109.2,2025-10
Vista Heights,C43,Sep-23,924.2,11.0,10166.2,835.3,88.9,2023-09
Vista Heights,C43,Sep-24,990.7,11.5,11393.05,835.3,155.4,2024-09
Vista Heights,C43,Sep-25,1110.1,11.5,12766.15,835.3,274.8,2025-09
Vista Heights,C44,Apr-23,776.0,11.5,8924.0,712.3,63.7,2023-04
Vista Heights,C44,Apr-24,679.0,11.0,7469.0,712.3,-33.3,2024-04
Vista Heights,C44,Apr-25,816.9,11.5,9394.35,712.3,104.6,2025-04
Vista Heights,C44,Apr-26,1076.5,11.5,12379.75,712.3,364.2,2026-04
Vista Heights,C44,Aug-23,936.6,11.0,10302.6,712.3,224.3,2023-08
Vista Heights,C44,Aug-24,560.0,11.5,6440.0,712.3,-152.3,2024-08
Vista Heights,C44,Aug-25,987.9,11.5,11360.85,712.3,275.6,2025-08
Vista Heights,C44,Dec-24,303.4,11.5,3489.1,712.3,-408.9,2024-12
Vista Heights,C44,Dec-25,686.0,11.5,7889.0,712.3,-26.3,2025-12
Vista Heights,C44,Feb-24,610.0,11.0,6710.0,712.3,-102.3,2024-02
Vista Heights,C44,Feb-25,531.0,11.5,6106.5,712.3,-181.3,2025-02
Vista Heights,C44,Feb-26,636.4,11.5,7318.6,712.3,-75.9,2026-02
Vista Heights,C44,Jan-24,438.3,11.0,4821.3,712.3,-274.0,2024-01
Vista Heights,C44,Jan-25,358.7,11.5,4125.05,712.3,-353.6,2025-01
Vista Heights,C44,Jan-26,513.7,11.5,5907.55,712.3,-198.6,2026-01
Vista Heights,C44,Jul-23,771.7,11.0,8488.7,712.3,59.4,2023-07
Vista Heights,C44,Jul-24,518.0,11.5,5957.0,712.3,-194.3,2024-07
Vista Heights,C44,Jul-25,887.8,11.5,10209.7,712.3,175.5,2025-07
Vista Heights,C44,Jun-23,202.7,11.0,2229.7,712.3,-509.6,2023-06
Vista Heights,C44,Jun-24,545.0,11.0,5995.0,712.3,-167.3,2024-06
Vista Heights,C44,Jun-25,864.7,11.5,9944.05,712.3,152.4,2025-06
Vista Heights,C44,Jun-26,1006.5,11.5,11574.75,712.3,294.2,2026-06
Vista Heights,C44,Mar-24,558.7,11.0,6145.7,712.3,-153.6,2024-03
Vista Heights,C44,Mar-25,820.2,11.5,9432.3,712.3,107.9,2025-03
Vista Heights,C44,Mar-26,831.2,11.5,9558.8,712.3,118.9,2026-03
Vista Heights,C44,May-23,927.0,11.0,10197.0,712.3,214.7,2023-05
Vista Heights,C44,May-24,1008.0,11.0,11088.0,712.3,295.7,2024-05
Vista Heights,C44,May-25,903.0,11.5,10384.5,712.3,190.7,2025-05
Vista Heights,C44,May-26,1037.4,11.5,11930.1,712.3,325.1,2026-05
Vista Heights,C44,Nov-23,421.0,11.0,4631.0,712.3,-291.3,2023-11
Vista Heights,C44,Nov-24,475.5,11.5,5468.25,712.3,-236.8,2024-11
Vista Heights,C44,Nov-25,801.1,11.5,9212.65,712.3,88.8,2025-11
Vista Heights,C44,Oct-23,940.4,11.0,10344.4,712.3,228.1,2023-10
Vista Heights,C44,Oct-24,611.0,11.5,7026.5,712.3,-101.3,2024-10
Vista Heights,C44,Oct-25,605.2,11.5,6959.8,712.3,-107.1,2025-10
Vista Heights,C44,Sep-23,934.8,11.0,10282.8,712.3,222.5,2023-09
Vista Heights,C44,Sep-24,555.7,11.5,6390.55,712.3,-156.6,2024-09
Vista Heights,C44,Sep-25,929.0,11.5,10683.5,712.3,216.7,2025-09
Vista Heights,D11,Apr-23,479.0,11.5,5508.5,674.3,-195.3,2023-04
Vista Heights,D11,Apr-24,726.0,11.0,7986.0,674.3,51.7,2024-04
Vista Heights,D11,Apr-25,864.3,11.5,9939.45,674.3,190.0,2025-04
Vista Heights,D11,Apr-26,804.5,11.5,9251.75,674.3,130.2,2026-04
Vista Heights,D11,Aug-23,639.71,11.0,7036.81,674.3,-34.6,2023-08
Vista Heights,D11,Aug-24,666.0,11.5,7659.0,674.3,-8.3,2024-08
Vista Heights,D11,Aug-25,961.1,11.5,11052.65,674.3,286.8,2025-08
Vista Heights,D11,Dec-24,401.0,11.5,4611.5,674.3,-273.3,2024-12
Vista Heights,D11,Dec-25,469.4,11.5,5398.1,674.3,-204.9,2025-12
Vista Heights,D11,Feb-24,584.57,11.0,6430.27,674.3,-89.7,2024-02
Vista Heights,D11,Feb-25,504.4,11.5,5800.6,674.3,-169.9,2025-02
Vista Heights,D11,Feb-26,489.1,11.5,5624.65,674.3,-185.2,2026-02
Vista Heights,D11,Jan-24,478.23,11.0,5260.53,674.3,-196.0,2024-01
Vista Heights,D11,Jan-25,547.0,11.5,6290.5,674.3,-127.3,2025-01
Vista Heights,D11,Jan-26,412.9,11.5,4748.35,674.3,-261.4,2026-01
Vista Heights,D11,Jul-23,463.49,11.0,5098.39,674.3,-210.8,2023-07
Vista Heights,D11,Jul-24,712.0,11.5,8188.0,674.3,37.7,2024-07
Vista Heights,D11,Jul-25,941.6,11.5,10828.4,674.3,267.3,2025-07
Vista Heights,D11,Jun-23,508.69,11.0,5595.59,674.3,-165.6,2023-06
Vista Heights,D11,Jun-24,800.0,11.0,8800.0,674.3,125.7,2024-06
Vista Heights,D11,Jun-25,1077.3,11.5,12388.95,674.3,403.0,2025-06
Vista Heights,D11,Jun-26,930.7,11.5,10703.05,674.3,256.4,2026-06
Vista Heights,D11,Mar-24,784.91,11.0,8634.01,674.3,110.6,2024-03
Vista Heights,D11,Mar-25,817.7,11.5,9403.55,674.3,143.4,2025-03
Vista Heights,D11,Mar-26,676.3,11.5,7777.45,674.3,2.0,2026-03
Vista Heights,D11,May-23,618.0,11.0,6798.0,674.3,-56.3,2023-05
Vista Heights,D11,May-24,916.0,11.0,10076.0,674.3,241.7,2024-05
Vista Heights,D11,May-25,998.7,11.5,11485.05,674.3,324.4,2025-05
Vista Heights,D11,May-26,1074.1,11.5,12352.15,674.3,399.8,2026-05
Vista Heights,D11,Nov-23,398.63,11.0,4384.93,674.3,-275.6,2023-11
Vista Heights,D11,Nov-24,418.3,11.5,4810.45,674.3,-256.0,2024-11
Vista Heights,D11,Nov-25,741.8,11.5,8530.7,674.3,67.5,2025-11
Vista Heights,D11,Oct-23,517.49,11.0,5692.39,674.3,-156.8,2023-10
Vista Heights,D11,Oct-24,455.26,11.5,5235.49,674.3,-219.0,2024-10
Vista Heights,D11,Oct-25,722.0,11.5,8303.0,674.3,47.7,2025-10
Vista Heights,D11,Sep-23,531.43,11.0,5845.73,674.3,-142.8,2023-09
Vista Heights,D11,Sep-24,598.0,11.5,6877.0,674.3,-76.3,2024-09
Vista Heights,D11,Sep-25,892.9,11.5,10268.35,674.3,218.6,2025-09
Vista Heights,D12,Apr-23,1970.0,11.5,22655.0,513.5,1456.5,2023-04
Vista Heights,D12,Apr-24,520.6,11.0,5726.6,513.5,7.1,2024-04
Vista Heights,D12,Apr-25,644.7,11.5,7414.05,513.5,131.2,2025-04
Vista Heights,D12,Apr-26,459.3,11.5,5281.95,513.5,-54.2,2026-04
Vista Heights,D12,Aug-23,507.7,11.0,5584.7,513.5,-5.8,2023-08
Vista Heights,D12,Aug-24,529.0,11.5,6083.5,513.5,15.5,2024-08
Vista Heights,D12,Aug-25,468.8,11.5,5391.2,513.5,-44.7,2025-08
Vista Heights,D12,Dec-24,409.1,11.5,4704.65,513.5,-104.4,2024-12
Vista Heights,D12,Dec-25,195.2,11.5,2244.8,513.5,-318.3,2025-12
Vista Heights,D12,Feb-24,384.4,11.0,4228.4,513.5,-129.1,2024-02
Vista Heights,D12,Feb-25,494.8,11.5,5690.2,513.5,-18.7,2025-02
Vista Heights,D12,Feb-26,352.2,11.5,4050.3,513.5,-161.3,2026-02
Vista Heights,D12,Jan-24,172.8,11.0,1900.8,513.5,-340.7,2024-01
Vista Heights,D12,Jan-25,335.7,11.5,3860.55,513.5,-177.8,2025-01
Vista Heights,D12,Jan-26,207.7,11.5,2388.55,513.5,-305.8,2026-01
Vista Heights,D12,Jul-23,0.0,11.0,0.0,513.5,-513.5,2023-07
Vista Heights,D12,Jul-24,586.0,11.5,6739.0,513.5,72.5,2024-07
Vista Heights,D12,Jul-25,735.4,11.5,8457.1,513.5,221.9,2025-07
Vista Heights,D12,Jun-23,0.0,11.0,0.0,513.5,-513.5,2023-06
Vista Heights,D12,Jun-24,763.0,11.0,8393.0,513.5,249.5,2024-06
Vista Heights,D12,Jun-25,726.8,11.5,8358.2,513.5,213.3,2025-06
Vista Heights,D12,Jun-26,709.9,11.5,8163.85,513.5,196.4,2026-06
Vista Heights,D12,Mar-24,520.2,11.0,5722.2,513.5,6.7,2024-03
Vista Heights,D12,Mar-25,626.5,11.5,7204.75,513.5,113.0,2025-03
Vista Heights,D12,Mar-26,488.5,11.5,5617.75,513.5,-25.0,2026-03
Vista Heights,D12,May-23,0.0,11.0,0.0,513.5,-513.5,2023-05
Vista Heights,D12,May-24,810.0,11.0,8910.0,513.5,296.5,2024-05
Vista Heights,D12,May-25,650.8,11.5,7484.2,513.5,137.3,2025-05
Vista Heights,D12,May-26,469.9,11.5,5403.85,513.5,-43.6,2026-05
Vista Heights,D12,Nov-23,431.7,11.0,4748.7,513.5,-81.8,2023-11
Vista Heights,D12,Nov-24,549.7,11.5,6321.55,513.5,36.2,2024-11
Vista Heights,D12,Nov-25,361.3,11.5,4154.95,513.5,-152.2,2025-11
Vista Heights,D12,Oct-23,490.5,11.0,5395.5,513.5,-23.0,2023-10
Vista Heights,D12,Oct-24,570.8,11.5,6564.2,513.5,57.3,2024-10
Vista Heights,D12,Oct-25,491.1,11.5,5647.65,513.5,-22.4,2025-10
Vista Heights,D12,Sep-23,679.6,11.0,7475.6,513.5,166.1,2023-09
Vista Heights,D12,Sep-24,684.4,11.5,7870.6,513.5,170.9,2024-09
Vista Heights,D12,Sep-25,513.6,11.5,5906.4,513.5,0.1,2025-09
Vista Heights,D13A,Apr-23,0.0,11.5,0.0,509.5,-509.5,2023-04
Vista Heights,D13A,Apr-25,0.0,11.5,0.0,509.5,-509.5,2025-04
Vista Heights,D13A,Aug-24,0.0,11.5,0.0,509.5,-509.5,2024-08
Vista Heights,D13A,Aug-25,9258.6,11.5,106473.9,509.5,8749.1,2025-08
Vista Heights,D13A,Dec-24,0.0,11.5,0.0,509.5,-509.5,2024-12
Vista Heights,D13A,Dec-25,253.9,11.5,2919.85,509.5,-255.6,2025-12
Vista Heights,D13A,Feb-25,0.0,11.5,0.0,509.5,-509.5,2025-02
Vista Heights,D13A,Feb-26,52.7,11.5,606.05,509.5,-456.8,2026-02
Vista Heights,D13A,Jan-25,0.0,11.5,0.0,509.5,-509.5,2025-01
Vista Heights,D13A,Jan-26,238.9,11.5,2747.35,509.5,-270.6,2026-01
Vista Heights,D13A,Jul-24,0.0,11.5,0.0,509.5,-509.5,2024-07
Vista Heights,D13A,Jul-25,0.0,11.5,0.0,509.5,-509.5,2025-07
Vista Heights,D13A,Jun-24,0.0,11.0,0.0,509.5,-509.5,2024-06
Vista Heights,D13A,Jun-25,0.0,11.5,0.0,509.5,-509.5,2025-06
Vista Heights,D13A,Mar-25,0.0,11.5,0.0,509.5,-509.5,2025-03
Vista Heights,D13A,May-25,0.0,11.5,0.0,509.5,-509.5,2025-05
Vista Heights,D13A,Nov-24,0.0,11.5,0.0,509.5,-509.5,2024-11
Vista Heights,D13A,Nov-25,576.9,11.5,6634.35,509.5,67.4,2025-11
Vista Heights,D13A,Oct-24,0.0,11.5,0.0,509.5,-509.5,2024-10
Vista Heights,D13A,Oct-25,529.7,11.5,6091.55,509.5,20.2,2025-10
Vista Heights,D13A,Sep-24,0.0,11.5,0.0,509.5,-509.5,2024-09
Vista Heights,D13A,Sep-25,298.7,11.5,3435.05,509.5,-210.8,2025-09
Vista Heights,D13B,Apr-23,568.0,11.5,6532.0,270.1,297.9,2023-04
Vista Heights,D13B,Apr-24,544.5,11.0,5989.5,270.1,274.4,2024-04
Vista Heights,D13B,Apr-25,0.0,11.5,0.0,270.1,-270.1,2025-04
Vista Heights,D13B,Aug-23,479.79,11.0,5277.69,270.1,209.7,2023-08
Vista Heights,D13B,Aug-24,500.0,11.5,5750.0,270.1,229.9,2024-08
Vista Heights,D13B,Aug-25,0.0,11.5,0.0,270.1,-270.1,2025-08
Vista Heights,D13B,Dec-24,544.0,11.5,6256.0,270.1,273.9,2024-12
Vista Heights,D13B,Dec-25,0.0,11.5,0.0,270.1,-270.1,2025-12
Vista Heights,D13B,Feb-24,438.43,11.0,4822.73,270.1,168.4,2024-02
Vista Heights,D13B,Feb-25,0.0,11.5,0.0,270.1,-270.1,2025-02
Vista Heights,D13B,Feb-26,0.0,11.5,0.0,270.1,-270.1,2026-02
Vista Heights,D13B,Jan-24,358.67,11.0,3945.37,270.1,88.6,2024-01
Vista Heights,D13B,Jan-25,0.0,11.5,0.0,270.1,-270.1,2025-01
Vista Heights,D13B,Jan-26,0.0,11.5,0.0,270.1,-270.1,2026-01
Vista Heights,D13B,Jul-23,347.61,11.0,3823.71,270.1,77.5,2023-07
Vista Heights,D13B,Jul-24,534.0,11.5,6141.0,270.1,263.9,2024-07
Vista Heights,D13B,Jul-25,0.0,11.5,0.0,270.1,-270.1,2025-07
Vista Heights,D13B,Jun-23,382.01,11.0,4202.11,270.1,111.9,2023-06
Vista Heights,D13B,Jun-24,600.0,11.0,6600.0,270.1,329.9,2024-06
Vista Heights,D13B,Jun-25,0.0,11.5,0.0,270.1,-270.1,2025-06
Vista Heights,D13B,Mar-24,588.69,11.0,6475.59,270.1,318.6,2024-03
Vista Heights,D13B,Mar-25,0.0,11.5,0.0,270.1,-270.1,2025-03
Vista Heights,D13B,May-23,463.0,11.0,5093.0,270.1,192.9,2023-05
Vista Heights,D13B,May-24,687.0,11.0,7557.0,270.1,416.9,2024-05
Vista Heights,D13B,May-25,0.0,11.5,0.0,270.1,-270.1,2025-05
Vista Heights,D13B,Nov-23,298.97,11.0,3288.67,270.1,28.9,2023-11
Vista Heights,D13B,Nov-24,270.94,11.5,3115.81,270.1,0.9,2024-11
Vista Heights,D13B,Nov-25,0.0,11.5,0.0,270.1,-270.1,2025-11
Vista Heights,D13B,Oct-23,388.11,11.0,4269.21,270.1,118.0,2023-10
Vista Heights,D13B,Oct-24,342.14,11.5,3934.61,270.1,72.1,2024-10
Vista Heights,D13B,Oct-25,0.0,11.5,0.0,270.1,-270.1,2025-10
Vista Heights,D13B,Sep-23,398.57,11.0,4384.27,270.1,128.5,2023-09
Vista Heights,D13B,Sep-24,447.8,11.5,5149.7,270.1,177.7,2024-09
Vista Heights,D13B,Sep-25,0.0,11.5,0.0,270.1,-270.1,2025-09
Vista Heights,D15,Jun-26,164.0,11.5,1886.0,133.7,30.4,2026-06
Vista Heights,D15,May-26,103.3,11.5,1187.95,133.7,-30.4,2026-05
Vista Heights,D21,Apr-23,548.0,11.5,6302.0,493.1,54.9,2023-04
Vista Heights,D21,Apr-24,258.23,11.0,2840.53,493.1,-234.9,2024-04
Vista Heights,D21,Apr-25,703.0,11.5,8084.5,493.1,209.9,2025-04
Vista Heights,D21,Apr-26,557.1,11.5,6406.65,493.1,64.0,2026-04
Vista Heights,D21,Aug-23,0.0,11.0,0.0,493.1,-493.1,2023-08
Vista Heights,D21,Aug-24,357.0,11.5,4105.5,493.1,-136.1,2024-08
Vista Heights,D21,Aug-25,799.1,11.5,9189.65,493.1,306.0,2025-08
Vista Heights,D21,Dec-24,255.0,11.5,2932.5,493.1,-238.1,2024-12
Vista Heights,D21,Dec-25,394.2,11.5,4533.3,493.1,-98.9,2025-12
Vista Heights,D21,Feb-24,388.1,11.0,4269.1,493.1,-105.0,2024-02
Vista Heights,D21,Feb-25,609.0,11.5,7003.5,493.1,115.9,2025-02
Vista Heights,D21,Feb-26,377.9,11.5,4345.85,493.1,-115.2,2026-02
Vista Heights,D21,Jan-24,244.8,11.0,2692.8,493.1,-248.3,2024-01
Vista Heights,D21,Jan-25,469.7,11.5,5401.55,493.1,-23.4,2025-01
Vista Heights,D21,Jan-26,258.7,11.5,2975.05,493.1,-234.4,2026-01
Vista Heights,D21,Jul-23,0.0,11.0,0.0,493.1,-493.1,2023-07
Vista Heights,D21,Jul-24,258.0,11.5,2967.0,493.1,-235.1,2024-07
Vista Heights,D21,Jul-25,824.4,11.5,9480.6,493.1,331.3,2025-07
Vista Heights,D21,Jun-23,0.0,11.0,0.0,493.1,-493.1,2023-06
Vista Heights,D21,Jun-24,302.0,11.0,3322.0,493.1,-191.1,2024-06
Vista Heights,D21,Jun-25,1214.2,11.5,13963.3,493.1,721.1,2025-06
Vista Heights,D21,Jun-26,959.7,11.5,11036.55,493.1,466.6,2026-06
Vista Heights,D21,Mar-24,301.89,11.0,3320.79,493.1,-191.2,2024-03
Vista Heights,D21,Mar-25,716.7,11.5,8242.05,493.1,223.6,2025-03
Vista Heights,D21,Mar-26,664.4,11.5,7640.6,493.1,171.3,2026-03
Vista Heights,D21,May-23,0.0,11.0,0.0,493.1,-493.1,2023-05
Vista Heights,D21,May-24,357.0,11.0,3927.0,493.1,-136.1,2024-05
Vista Heights,D21,May-25,586.2,11.5,6741.3,493.1,93.1,2025-05
Vista Heights,D21,May-26,948.8,11.5,10911.2,493.1,455.7,2026-05
Vista Heights,D21,Nov-23,518.4,11.0,5702.4,493.1,25.3,2023-11
Vista Heights,D21,Nov-24,387.77,11.5,4459.355,493.1,-105.3,2024-11
Vista Heights,D21,Nov-25,805.3,11.5,9260.95,493.1,312.2,2025-11
Vista Heights,D21,Oct-23,715.7,11.0,7872.7,493.1,222.6,2023-10
Vista Heights,D21,Oct-24,392.35,11.5,4512.025,493.1,-100.7,2024-10
Vista Heights,D21,Oct-25,703.8,11.5,8093.7,493.1,210.7,2025-10
Vista Heights,D21,Sep-23,661.3,11.0,7274.3,493.1,168.2,2023-09
Vista Heights,D21,Sep-24,365.45,11.5,4202.675,493.1,-127.6,2024-09
Vista Heights,D21,Sep-25,834.4,11.5,9595.6,493.1,341.3,2025-09
Vista Heights,D23B,Apr-23,0.0,11.5,0.0,233.9,-233.9,2023-04
Vista Heights,D23B,Apr-24,193.67,11.0,2130.37,233.9,-40.2,2024-04
Vista Heights,D23B,Apr-25,0.0,11.5,0.0,233.9,-233.9,2025-04
Vista Heights,D23B,Aug-23,3801.04,11.0,41811.44,233.9,3567.2,2023-08
Vista Heights,D23B,Aug-24,299.0,11.5,3438.5,233.9,65.1,2024-08
Vista Heights,D23B,Aug-25,0.0,11.5,0.0,233.9,-233.9,2025-08
Vista Heights,D23B,Dec-24,577.0,11.5,6635.5,233.9,343.1,2024-12
Vista Heights,D23B,Dec-25,0.0,11.5,0.0,233.9,-233.9,2025-12
Vista Heights,D23B,Feb-24,166.33,11.0,1829.63,233.9,-67.6,2024-02
Vista Heights,D23B,Feb-25,0.0,11.5,0.0,233.9,-233.9,2025-02
Vista Heights,D23B,Feb-26,0.0,11.5,0.0,233.9,-233.9,2026-02
Vista Heights,D23B,Jan-24,104.91,11.0,1154.01,233.9,-129.0,2024-01
Vista Heights,D23B,Jan-25,0.0,11.5,0.0,233.9,-233.9,2025-01
Vista Heights,D23B,Jan-26,0.0,11.5,0.0,233.9,-233.9,2026-01
Vista Heights,D23B,Jul-23,0.0,11.0,0.0,233.9,-233.9,2023-07
Vista Heights,D23B,Jul-24,261.0,11.5,3001.5,233.9,27.1,2024-07
Vista Heights,D23B,Jul-25,0.0,11.5,0.0,233.9,-233.9,2025-07
Vista Heights,D23B,Jun-23,0.0,11.0,0.0,233.9,-233.9,2023-06
Vista Heights,D23B,Jun-24,384.0,11.0,4224.0,233.9,150.1,2024-06
Vista Heights,D23B,Jun-25,0.0,11.5,0.0,233.9,-233.9,2025-06
Vista Heights,D23B,Mar-24,226.41,11.0,2490.51,233.9,-7.5,2024-03
Vista Heights,D23B,Mar-25,0.0,11.5,0.0,233.9,-233.9,2025-03
Vista Heights,D23B,May-23,0.0,11.0,0.0,233.9,-233.9,2023-05
Vista Heights,D23B,May-24,268.0,11.0,2948.0,233.9,34.1,2024-05
