property,apartment_code,billing_month,units_consumed,unit_cost,amount,apt_avg_units,deviation_from_avg,billing_period
Vista Heights,D23B,May-25,0.0,11.5,0.0,233.9,-233.9,2025-05
Vista Heights,D23B,Nov-23,222.17,11.0,2443.87,233.9,-11.7,2023-11
Vista Heights,D23B,Nov-24,290.83,11.5,3344.545,233.9,56.9,2024-11
Vista Heights,D23B,Nov-25,0.0,11.5,0.0,233.9,-233.9,2025-11
Vista Heights,D23B,Oct-23,306.73,11.0,3374.03,233.9,72.8,2023-10
Vista Heights,D23B,Oct-24,294.26,11.5,3383.99,233.9,60.4,2024-10
Vista Heights,D23B,Oct-25,0.0,11.5,0.0,233.9,-233.9,2025-10
Vista Heights,D23B,Sep-23,283.37,11.0,3117.07,233.9,49.5,2023-09
Vista Heights,D23B,Sep-24,273.34,11.5,3143.41,233.9,39.5,2024-09
Vista Heights,D23B,Sep-25,0.0,11.5,0.0,233.9,-233.9,2025-09
Vista Heights,D41,Apr-23,456.0,11.5,5244.0,635.4,-179.4,2023-04
Vista Heights,D41,Apr-24,439.9,11.0,4838.9,635.4,-195.5,2024-04
Vista Heights,D41,Apr-25,927.8,11.5,10669.7,635.4,292.4,2025-04
Vista Heights,D41,Apr-26,663.6,11.5,7631.4,635.4,28.2,2026-04
Vista Heights,D41,Aug-23,856.0,11.0,9416.0,635.4,220.6,2023-08
Vista Heights,D41,Aug-24,799.0,11.5,9188.5,635.4,163.6,2024-08
Vista Heights,D41,Aug-25,822.2,11.5,9455.3,635.4,186.8,2025-08
Vista Heights,D41,Dec-24,421.0,11.5,4841.5,635.4,-214.4,2024-12
Vista Heights,D41,Dec-25,301.2,11.5,3463.8,635.4,-334.2,2025-12
Vista Heights,D41,Feb-24,675.4,11.0,7429.4,635.4,40.0,2024-02
Vista Heights,D41,Feb-25,491.3,11.5,5649.95,635.4,-144.1,2025-02
Vista Heights,D41,Feb-26,264.1,11.5,3037.15,635.4,-371.3,2026-02
Vista Heights,D41,Jan-24,204.7,11.0,2251.7,635.4,-430.7,2024-01
Vista Heights,D41,Jan-25,351.0,11.5,4036.5,635.4,-284.4,2025-01
Vista Heights,D41,Jan-26,200.9,11.5,2310.35,635.4,-434.5,2026-01
Vista Heights,D41,Jul-23,736.8,11.0,8104.8,635.4,101.4,2023-07
Vista Heights,D41,Jul-24,911.0,11.5,10476.5,635.4,275.6,2024-07
Vista Heights,D41,Jul-25,789.7,11.5,9081.55,635.4,154.3,2025-07
Vista Heights,D41,Jun-23,543.3,11.0,5976.3,635.4,-92.1,2023-06
Vista Heights,D41,Jun-24,977.0,11.0,10747.0,635.4,341.6,2024-06
Vista Heights,D41,Jun-25,692.8,11.5,7967.2,635.4,57.4,2025-06
Vista Heights,D41,Jun-26,1090.0,11.5,12535.0,635.4,454.6,2026-06
Vista Heights,D41,Mar-24,694.1,11.0,7635.1,635.4,58.7,2024-03
Vista Heights,D41,Mar-25,647.2,11.5,7442.8,635.4,11.8,2025-03
Vista Heights,D41,Mar-26,514.2,11.5,5913.3,635.4,-121.2,2026-03
Vista Heights,D41,May-23,956.0,11.0,10516.0,635.4,320.6,2023-05
Vista Heights,D41,May-24,914.0,11.0,10054.0,635.4,278.6,2024-05
Vista Heights,D41,May-25,802.9,11.5,9233.35,635.4,167.5,2025-05
Vista Heights,D41,May-26,841.5,11.5,9677.25,635.4,206.1,2026-05
Vista Heights,D41,Nov-23,525.0,11.0,5775.0,635.4,-110.4,2023-11
Vista Heights,D41,Nov-24,671.0,11.5,7716.5,635.4,35.6,2024-11
Vista Heights,D41,Nov-25,512.3,11.5,5891.45,635.4,-123.1,2025-11
Vista Heights,D41,Oct-23,613.0,11.0,6743.0,635.4,-22.4,2023-10
Vista Heights,D41,Oct-25,299.0,11.5,3438.5,635.4,-336.4,2025-10
Vista Heights,D41,Sep-23,708.3,11.0,7791.3,635.4,72.9,2023-09
Vista Heights,D41,Sep-25,562.2,11.5,6465.3,635.4,-73.2,2025-09
