property,apartment_code,billing_month,units_consumed,unit_cost,amount,apt_avg_units,deviation_from_avg
Vista Heights,C24,Jul-24,997.00,11.50,11465.5000,553.2,443.8
Vista Heights,C24,Jul-25,852.60,11.50,9804.9000,553.2,299.4
Vista Heights,C24,Jun-24,0.00,11.00,0.0000,553.2,-553.2
Vista Heights,C24,Jun-25,957.60,11.50,11012.4000,553.2,404.4
Vista Heights,C24,Jun-26,998.60,11.50,11483.9000,553.2,445.4
Vista Heights,C24,Mar-25,480.60,11.50,5526.9000,553.2,-72.6
Vista Heights,C24,Mar-26,416.90,11.50,4794.3500,553.2,-136.3
Vista Heights,C24,May-25,630.70,11.50,7253.0500,553.2,77.5
Vista Heights,C24,May-26,934.40,11.50,10745.6000,553.2,381.2
Vista Heights,C24,Nov-24,486.30,11.50,5592.4500,553.2,-66.9
Vista Heights,C24,Nov-25,561.40,11.50,6456.1000,553.2,8.2
Vista Heights,C24,Oct-24,405.50,11.50,4663.2500,553.2,-147.7
Vista Heights,C24,Oct-25,694.50,11.50,7986.7500,553.2,141.3
Vista Heights,C24,Sep-24,547.20,11.50,6292.8000,553.2,-6.0
Vista Heights,C24,Sep-25,794.00,11.50,9131.0000,553.2,240.8
Vista Heights,C31,Apr-23,609.00,11.50,7003.5000,629.7,-20.7
Vista Heights,C31,Apr-24,765.70,11.00,8422.7000,629.7,136.0
Vista Heights,C31,Apr-25,753.90,11.50,8669.8500,629.7,124.2
Vista Heights,C31,Apr-26,665.20,11.50,7649.8000,629.7,35.5
Vista Heights,C31,Aug-23,1018.90,11.00,11207.9000,629.7,389.2
Vista Heights,C31,Aug-24,867.00,11.50,9970.5000,629.7,237.3
Vista Heights,C31,Aug-25,656.80,11.50,7553.2000,629.7,27.1
Vista Heights,C31,Dec-24,375.70,11.50,4320.5500,629.7,-254.0
Vista Heights,C31,Dec-25,216.80,11.50,2493.2000,629.7,-412.9
Vista Heights,C31,Feb-24,445.00,11.00,4895.0000,629.7,-184.7
Vista Heights,C31,Feb-25,674.50,11.50,7756.7500,629.7,44.8
Vista Heights,C31,Feb-26,378.00,11.50,4347.0000,629.7,-251.7
Vista Heights,C31,Jan-24,313.90,11.00,3452.9000,629.7,-315.8
Vista Heights,C31,Jan-25,594.40,11.50,6835.6000,629.7,-35.3
Vista Heights,C31,Jan-26,268.20,11.50,3084.3000,629.7,-361.5
Vista Heights,C31,Jul-23,823.50,11.00,9058.5000,629.7,193.8
Vista Heights,C31,Jul-24,835.00,11.50,9602.5000,629.7,205.3
Vista Heights,C31,Jul-25,401.80,11.50,4620.7000,629.7,-227.9
Vista Heights,C31,Jun-23,797.00,11.00,8767.0000,629.7,167.3
Vista Heights,C31,Jun-24,751.00,11.00,8261.0000,629.7,121.3
Vista Heights,C31,Jun-25,568.10,11.50,6533.1500,629.7,-61.6
Vista Heights,C31,Jun-26,803.00,11.50,9234.5000,629.7,173.3
Vista Heights,C31,Mar-24,666.30,11.00,7329.3000,629.7,36.6
Vista Heights,C31,Mar-25,511.90,11.50,5886.8500,629.7,-117.8
Vista Heights,C31,Mar-26,524.10,11.50,6027.1500,629.7,-105.6
Vista Heights,C31,May-23,863.00,11.00,9493.0000,629.7,233.3
Vista Heights,C31,May-24,903.00,11.00,9933.0000,629.7,273.3
Vista Heights,C31,May-25,573.80,11.50,6598.7000,629.7,-55.9
Vista Heights,C31,May-26,707.00,11.50,8130.5000,629.7,77.3
Vista Heights,C31,Nov-23,647.70,11.00,7124.7000,629.7,18.0
Vista Heights,C31,Nov-24,490.60,11.50,5641.9000,629.7,-139.1
Vista Heights,C31,Nov-25,442.60,11.50,5089.9000,629.7,-187.1
Vista Heights,C31,Oct-23,743.20,11.00,8175.2000,629.7,113.5
Vista Heights,C31,Oct-24,609.30,11.50,7006.9500,629.7,-20.4
Vista Heights,C31,Oct-25,340.20,11.50,3912.3000,629.7,-289.5
Vista Heights,C31,Sep-23,862.60,11.00,9488.6000,629.7,232.9
Vista Heights,C31,Sep-24,754.80,11.50,8680.2000,629.7,125.1
Vista Heights,C31,Sep-25,707.70,11.50,8138.5500,629.7,78.0
Vista Heights,C34,Apr-23,554.00,11.50,6371.0000,420.0,134.0
Vista Heights,C34,Apr-24,435.70,11.00,4792.7000,420.0,15.7
Vista Heights,C34,Apr-25,532.30,11.50,6121.4500,420.0,112.3
Vista Heights,C34,Apr-26,464.20,11.50,5338.3000,420.0,44.2
Vista Heights,C34,Aug-23,431.90,11.00,4750.9000,420.0,11.9
Vista Heights,C34,Aug-24,762.00,11.50,8763.0000,420.0,342.0
Vista Heights,C34,Aug-25,467.40,11.50,5375.1000,420.0,47.4
Vista Heights,C34,Dec-24,280.80,11.50,3229.2000,420.0,-139.2
Vista Heights,C34,Dec-25,191.40,11.50,2201.1000,420.0,-228.6
Vista Heights,C34,Feb-24,288.10,11.00,3169.1000,420.0,-131.9
Vista Heights,C34,Feb-25,300.50,11.50,3455.7500,420.0,-119.5
Vista Heights,C34,Feb-26,223.90,11.50,2574.8500,420.0,-196.1
Vista Heights,C34,Jan-24,0.00,11.00,0.0000,420.0,-420.0
Vista Heights,C34,Jan-25,268.10,11.50,3083.1500,420.0,-151.9
Vista Heights,C34,Jan-26,213.60,11.50,2456.4000,420.0,-206.4
Vista Heights,C34,Jul-23,401.50,11.00,4416.5000,420.0,-18.5
Vista Heights,C34,Jul-24,703.00,11.50,8084.5000,420.0,283.0
Vista Heights,C34,Jul-25,645.60,11.50,7424.4000,420.0,225.6
Vista Heights,C34,Jun-23,260.00,11.00,2860.0000,420.0,-160.0
Vista Heights,C34,Jun-24,623.00,11.00,6853.0000,420.0,203.0
Vista Heights,C34,Jun-25,624.90,11.50,7186.3500,420.0,204.9
Vista Heights,C34,Jun-26,681.20,11.50,7833.8000,420.0,261.2
Vista Heights,C34,Mar-24,342.20,11.00,3764.2000,420.0,-77.8
Vista Heights,C34,Mar-25,536.90,11.50,6174.3500,420.0,116.9
Vista Heights,C34,Mar-26,333.40,11.50,3834.1000,420.0,-86.6
Vista Heights,C34,May-23,645.00,11.00,7095.0000,420.0,225.0
Vista Heights,C34,May-24,581.00,11.00,6391.0000,420.0,161.0
Vista Heights,C34,May-25,536.80,11.50,6173.2000,420.0,116.8
Vista Heights,C34,May-26,578.20,11.50,6649.3000,420.0,158.2
Vista Heights,C34,Nov-23,236.60,11.00,2602.6000,420.0,-183.4
Vista Heights,C34,Nov-24,351.70,11.50,4044.5500,420.0,-68.3
Vista Heights,C34,Nov-25,268.20,11.50,3084.3000,420.0,-151.8
Vista Heights,C34,Oct-23,262.50,11.00,2887.5000,420.0,-157.5
Vista Heights,C34,Oct-24,382.90,11.50,4403.3500,420.0,-37.1
Vista Heights,C34,Oct-25,339.30,11.50,3901.9500,420.0,-80.7
Vista Heights,C34,Sep-23,266.80,11.00,2934.8000,420.0,-153.2
Vista Heights,C34,Sep-24,514.90,11.50,5921.3500,420.0,94.9
Vista Heights,C34,Sep-25,431.80,11.50,4965.7000,420.0,11.8
Vista Heights,C41,Apr-23,120.00,11.50,1380.0000,714.8,-594.8
Vista Heights,C41,Apr-24,647.90,11.00,7126.9000,714.8,-66.9
Vista Heights,C41,Apr-25,1240.90,11.50,14270.3500,714.8,526.1
Vista Heights,C41,Apr-26,1141.30,11.50,13124.9500,714.8,426.5
Vista Heights,C41,Aug-23,-24.00,11.00,-264.0000,714.8,-738.8
Vista Heights,C41,Aug-24,868.00,11.50,9982.0000,714.8,153.2
Vista Heights,C41,Aug-25,971.40,11.50,11171.1000,714.8,256.6
Vista Heights,C41,Dec-24,772.30,11.50,8881.4500,714.8,57.5
Vista Heights,C41,Dec-25,436.70,11.50,5022.0500,714.8,-278.1
Vista Heights,C41,Feb-24,0.00,11.00,0.0000,714.8,-714.8
Vista Heights,C41,Feb-25,846.90,11.50,9739.3500,714.8,132.1
Vista Heights,C41,Feb-26,603.70,11.50,6942.5500,714.8,-111.1
Vista Heights,C41,Jan-24,0.00,11.00,0.0000,714.8,-714.8
Vista Heights,C41,Jan-25,701.80,11.50,8070.7000,714.8,-13.0
Vista Heights,C41,Jan-26,473.70,11.50,5447.5500,714.8,-241.1
Vista Heights,C41,Jul-23,0.00,11.00,0.0000,714.8,-714.8
Vista Heights,C41,Jul-24,1154.00,11.50,13271.0000,714.8,439.2
Vista Heights,C41,Jul-25,1079.10,11.50,12409.6500,714.8,364.3
Vista Heights,C41,Jun-23,0.00,11.00,0.0000,714.8,-714.8
Vista Heights,C41,Jun-24,1200.00,11.00,13200.0000,714.8,485.2
Vista Heights,C41,Jun-25,1353.50,11.50,15565.2500,714.8,638.7
Vista Heights,C41,Jun-26,1450.70,11.50,16683.0500,714.8,735.9
Vista Heights,C41,Mar-24,41.20,11.00,453.2000,714.8,-673.6
Vista Heights,C41,Mar-25,1459.30,11.50,16781.9500,714.8,744.5
Vista Heights,C41,Mar-26,980.50,11.50,11275.7500,714.8,265.7
Vista Heights,C41,May-23,0.00,11.00,0.0000,714.8,-714.8
Vista Heights,C41,May-24,1319.00,11.00,14509.0000,714.8,604.2
Vista Heights,C41,May-25,1226.00,11.50,14099.0000,714.8,511.2
Vista Heights,C41,May-26,1483.80,11.50,17063.7000,714.8,769.0
Vista Heights,C41,Nov-23,0.00,11.00,0.0000,714.8,-714.8
Vista Heights,C41,Nov-24,863.30,11.50,9927.9500,714.8,148.5
Vista Heights,C41,Nov-25,824.50,11.50,9481.7500,714.8,109.7
Vista Heights,C41,Oct-23,0.50,11.00,5.5000,714.8,-714.3
Vista Heights,C41,Oct-24,1069.20,11.50,12295.8000,714.8,354.4
Vista Heights,C41,Oct-25,825.50,11.50,9493.2500,714.8,110.7
Vista Heights,C41,Sep-23,0.00,11.00,0.0000,714.8,-714.8
Vista Heights,C41,Sep-24,868.00,11.50,9982.0000,714.8,153.2
Vista Heights,C41,Sep-25,1164.80,11.50,13395.2000,714.8,450.0
Vista Heights,C42,Apr-23,319.00,11.50,3668.5000,928.6,-609.6
Vista Heights,C42,Apr-24,1293.60,11.00,14229.6000,928.6,365.0
Vista Heights,C42,Apr-25,1527.70,11.50,17568.5500,928.6,599.1
Vista Heights,C42,Apr-26,794.80,11.50,9140.2000,928.6,-133.8
Vista Heights,C42,Aug-23,1017.30,11.00,11190.3000,928.6,88.7
Vista Heights,C42,Aug-24,1039.00,11.50,11948.5000,928.6,110.4
Vista Heights,C42,Aug-25,1001.50,11.50,11517.2500,928.6,72.9
Vista Heights,C42,Dec-24,872.20,11.50,10030.3000,928.6,-56.4
Vista Heights,C42,Dec-25,694.00,11.50,7981.0000,928.6,-234.6
Vista Heights,C42,Feb-24,881.00,11.00,9691.0000,928.6,-47.6
Vista Heights,C42,Feb-25,989.90,11.50,11383.8500,928.6,61.3
Vista Heights,C42,Feb-26,662.70,11.50,7621.0500,928.6,-265.9
Vista Heights,C42,Jan-24,374.50,11.00,4119.5000,928.6,-554.1
Vista Heights,C42,Jan-25,961.20,11.50,11053.8000,928.6,32.6
Vista Heights,C42,Jan-26,506.80,11.50,5828.2000,928.6,-421.8
Vista Heights,C42,Jul-23,239.30,11.00,2632.3000,928.6,-689.3
Vista Heights,C42,Jul-24,1058.00,11.50,12167.0000,928.6,129.4
Vista Heights,C42,Jul-25,1497.80,11.50,17224.7000,928.6,569.2
Vista Heights,C42,Jun-23,496.10,11.00,5457.1000,928.6,-432.5
Vista Heights,C42,Jun-24,876.00,11.00,9636.0000,928.6,-52.6
Vista Heights,C42,Jun-25,1583.30,11.50,18207.9500,928.6,654.7
Vista Heights,C42,Jun-26,1016.90,11.50,11694.3500,928.6,88.3
Vista Heights,C42,Mar-24,1063.20,11.00,11695.2000,928.6,134.6
Vista Heights,C42,Mar-25,1239.40,11.50,14253.1000,928.6,310.8
Vista Heights,C42,Mar-26,708.10,11.50,8143.1500,928.6,-220.5
Vista Heights,C42,May-23,656.00,11.00,7216.0000,928.6,-272.6
Vista Heights,C42,May-24,1248.00,11.00,13728.0000,928.6,319.4
Vista Heights,C42,May-25,1490.00,11.50,17135.0000,928.6,561.4
Vista Heights,C42,May-26,906.40,11.50,10423.6000,928.6,-22.2
Vista Heights,C42,Nov-23,945.50,11.00,10400.5000,928.6,16.9
Vista Heights,C42,Nov-24,743.70,11.50,8552.5500,928.6,-184.9
Vista Heights,C42,Nov-25,919.90,11.50,10578.8500,928.6,-8.7
Vista Heights,C42,Oct-23,924.10,11.00,10165.1000,928.6,-4.5
Vista Heights,C42,Oct-24,972.00,11.50,11178.0000,928.6,43.4
Vista Heights,C42,Oct-25,871.20,11.50,10018.8000,928.6,-57.4
Vista Heights,C42,Sep-23,917.80,11.00,10095.8000,928.6,-10.8
Vista Heights,C42,Sep-24,995.30,11.50,11445.9500,928.6,66.7
Vista Heights,C42,Sep-25,983.70,11.50,11312.5500,928.6,55.1
Vista Heights,C43,Apr-23,891.00,11.50,10246.5000,835.3,55.7
Vista Heights,C43,Apr-24,762.10,11.00,8383.1000,835.3,-73.2
Vista Heights,C43,Apr-25,1098.30,11.50,12630.4500,835.3,263.0
Vista Heights,C43,Apr-26,1251.70,11.50,14394.5500,835.3,416.4
Vista Heights,C43,Aug-23,998.90,11.00,10987.9000,835.3,163.6
Vista Heights,C43,Aug-24,754.00,11.50,8671.0000,835.3,-81.3
Vista Heights,C43,Aug-25,1076.50,11.50,12379.7500,835.3,241.2
Vista Heights,C43,Dec-24,560.80,11.50,6449.2000,835.3,-274.5
Vista Heights,C43,Dec-25,333.60,11.50,3836.4000,835.3,-501.7
Vista Heights,C43,Feb-24,764.20,11.00,8406.2000,835.3,-71.1
Vista Heights,C43,Feb-25,707.70,11.50,8138.5500,835.3,-127.6
Vista Heights,C43,Feb-26,573.80,11.50,6598.7000,835.3,-261.5
Vista Heights,C43,Jan-24,314.10,11.00,3455.1000,835.3,-521.2
Vista Heights,C43,Jan-25,607.30,11.50,6983.9500,835.3,-228.0
Vista Heights,C43,Jan-26,531.30,11.50,6109.9500,835.3,-304.0
Vista Heights,C43,Jul-23,328.20,11.00,3610.2000,835.3,-507.1
Vista Heights,C43,Jul-24,924.00,11.50,10626.0000,835.3,88.7
Vista Heights,C43,Jul-25,899.70,11.50,10346.5500,835.3,64.4
Vista Heights,C43,Jun-23,580.50,11.00,6385.5000,835.3,-254.8
Vista Heights,C43,Jun-24,1100.00,11.00,12100.0000,835.3,264.7
Vista Heights,C43,Jun-25,1047.90,11.50,12050.8500,835.3,212.6
Vista Heights,C43,Jun-26,967.60,11.50,11127.4000,835.3,132.3
Vista Heights,C43,Mar-24,722.70,11.00,7949.7000,835.3,-112.6
Vista Heights,C43,Mar-25,1043.80,11.50,12003.7000,835.3,208.5
Vista Heights,C43,Mar-26,790.60,11.50,9091.9000,835.3,-44.7
Vista Heights,C43,May-23,543.00,11.00,5973.0000,835.3,-292.3
Vista Heights,C43,May-24,1334.00,11.00,14674.0000,835.3,498.7
Vista Heights,C43,May-25,1106.30,11.50,12722.4500,835.3,271.0
Vista Heights,C43,May-26,1269.60,11.50,14600.4000,835.3,434.3
Vista Heights,C43,Nov-23,738.30,11.00,8121.3000,835.3,-97.0
Vista Heights,C43,Nov-24,631.30,11.50,7259.9500,835.3,-204.0
Vista Heights,C43,Nov-25,769.50,11.50,8849.2500,835.3,-65.8
Vista Heights,C43,Oct-23,882.70,11.00,9709.7000,835.3,47.4
Vista Heights,C43,Oct-24,866.80,11.50,9968.2000,835.3,31.5
Vista Heights,C43,Oct-25,944.50,11.50,10861.7500,835.3,109.2
Vista Heights,C43,Sep-23,924.20,11.00,10166.2000,835.3,88.9
Vista Heights,C43,Sep-24,990.70,11.50,11393.0500,835.3,155.4
Vista Heights,C43,Sep-25,1110.10,11.50,12766.1500,835.3,274.8
Vista Heights,C44,Apr-23,776.00,11.50,8924.0000,712.3,63.7
Vista Heights,C44,Apr-24,679.00,11.00,7469.0000,712.3,-33.3
Vista Heights,C44,Apr-25,816.90,11.50,9394.3500,712.3,104.6
Vista Heights,C44,Apr-26,1076.50,11.50,12379.7500,712.3,364.2
Vista Heights,C44,Aug-23,936.60,11.00,10302.6000,712.3,224.3
Vista Heights,C44,Aug-24,560.00,11.50,6440.0000,712.3,-152.3
Vista Heights,C44,Aug-25,987.90,11.50,11360.8500,712.3,275.6
Vista Heights,C44,Dec-24,303.40,11.50,3489.1000,712.3,-408.9
Vista Heights,C44,Dec-25,686.00,11.50,7889.0000,712.3,-26.3
Vista Heights,C44,Feb-24,610.00,11.00,6710.0000,712.3,-102.3
Vista Heights,C44,Feb-25,531.00,11.50,6106.5000,712.3,-181.3
Vista Heights,C44,Feb-26,636.40,11.50,7318.6000,712.3,-75.9
Vista Heights,C44,Jan-24,438.30,11.00,4821.3000,712.3,-274.0
Vista Heights,C44,Jan-25,358.70,11.50,4125.0500,712.3,-353.6
Vista Heights,C44,Jan-26,513.70,11.50,5907.5500,712.3,-198.6
Vista Heights,C44,Jul-23,771.70,11.00,8488.7000,712.3,59.4
Vista Heights,C44,Jul-24,518.00,11.50,5957.0000,712.3,-194.3
Vista Heights,C44,Jul-25,887.80,11.50,10209.7000,712.3,175.5
Vista Heights,C44,Jun-23,202.70,11.00,2229.7000,712.3,-509.6
Vista Heights,C44,Jun-24,545.00,11.00,5995.0000,712.3,-167.3
Vista Heights,C44,Jun-25,864.70,11.50,9944.0500,712.3,152.4
Vista Heights,C44,Jun-26,1006.50,11.50,11574.7500,712.3,294.2
Vista Heights,C44,Mar-24,558.70,11.00,6145.7000,712.3,-153.6
Vista Heights,C44,Mar-25,820.20,11.50,9432.3000,712.3,107.9
Vista Heights,C44,Mar-26,831.20,11.50,9558.8000,712.3,118.9
Vista Heights,C44,May-23,927.00,11.00,10197.0000,712.3,214.7
Vista Heights,C44,May-24,1008.00,11.00,11088.0000,712.3,295.7
Vista Heights,C44,May-25,903.00,11.50,10384.5000,712.3,190.7
Vista Heights,C44,May-26,1037.40,11.50,11930.1000,712.3,325.1
Vista Heights,C44,Nov-23,421.00,11.00,4631.0000,712.3,-291.3
Vista Heights,C44,Nov-24,475.50,11.50,5468.2500,712.3,-236.8
Vista Heights,C44,Nov-25,801.10,11.50,9212.6500,712.3,88.8
Vista Heights,C44,Oct-23,940.40,11.00,10344.4000,712.3,228.1
Vista Heights,C44,Oct-24,611.00,11.50,7026.5000,712.3,-101.3
Vista Heights,C44,Oct-25,605.20,11.50,6959.8000,712.3,-107.1
Vista Heights,C44,Sep-23,934.80,11.00,10282.8000,712.3,222.5
Vista Heights,C44,Sep-24,555.70,11.50,6390.5500,712.3,-156.6
Vista Heights,C44,Sep-25,929.00,11.50,10683.5000,712.3,216.7
Vista Heights,D11,Apr-23,479.00,11.50,5508.5000,674.3,-195.3
Vista Heights,D11,Apr-24,726.00,11.00,7986.0000,674.3,51.7
Vista Heights,D11,Apr-25,864.30,11.50,9939.4500,674.3,190.0
Vista Heights,D11,Apr-26,804.50,11.50,9251.7500,674.3,130.2
Vista Heights,D11,Aug-23,639.71,11.00,7036.8100,674.3,-34.6
Vista Heights,D11,Aug-24,666.00,11.50,7659.0000,674.3,-8.3
Vista Heights,D11,Aug-25,961.10,11.50,11052.6500,674.3,286.8
Vista Heights,D11,Dec-24,401.00,11.50,4611.5000,674.3,-273.3
Vista Heights,D11,Dec-25,469.40,11.50,5398.1000,674.3,-204.9
Vista Heights,D11,Feb-24,584.57,11.00,6430.2700,674.3,-89.7
Vista Heights,D11,Feb-25,504.40,11.50,5800.6000,674.3,-169.9
Vista Heights,D11,Feb-26,489.10,11.50,5624.6500,674.3,-185.2
Vista Heights,D11,Jan-24,478.23,11.00,5260.5300,674.3,-196.0
Vista Heights,D11,Jan-25,547.00,11.50,6290.5000,674.3,-127.3
Vista Heights,D11,Jan-26,412.90,11.50,4748.3500,674.3,-261.4
Vista Heights,D11,Jul-23,463.49,11.00,5098.3900,674.3,-210.8
Vista Heights,D11,Jul-24,712.00,11.50,8188.0000,674.3,37.7
Vista Heights,D11,Jul-25,941.60,11.50,10828.4000,674.3,267.3
Vista Heights,D11,Jun-23,508.69,11.00,5595.5900,674.3,-165.6
Vista Heights,D11,Jun-24,800.00,11.00,8800.0000,674.3,125.7
Vista Heights,D11,Jun-25,1077.30,11.50,12388.9500,674.3,403.0
Vista Heights,D11,Jun-26,930.70,11.50,10703.0500,674.3,256.4
Vista Heights,D11,Mar-24,784.91,11.00,8634.0100,674.3,110.6
Vista Heights,D11,Mar-25,817.70,11.50,9403.5500,674.3,143.4
Vista Heights,D11,Mar-26,676.30,11.50,7777.4500,674.3,2.0
Vista Heights,D11,May-23,618.00,11.00,6798.0000,674.3,-56.3
Vista Heights,D11,May-24,916.00,11.00,10076.0000,674.3,241.7
Vista Heights,D11,May-25,998.70,11.50,11485.0500,674.3,324.4
Vista Heights,D11,May-26,1074.10,11.50,12352.1500,674.3,399.8
Vista Heights,D11,Nov-23,398.63,11.00,4384.9300,674.3,-275.6
Vista Heights,D11,Nov-24,418.30,11.50,4810.4500,674.3,-256.0
Vista Heights,D11,Nov-25,741.80,11.50,8530.7000,674.3,67.5
Vista Heights,D11,Oct-23,517.49,11.00,5692.3900,674.3,-156.8
Vista Heights,D11,Oct-24,455.26,11.50,5235.4900,674.3,-219.0
Vista Heights,D11,Oct-25,722.00,11.50,8303.0000,674.3,47.7
Vista Heights,D11,Sep-23,531.43,11.00,5845.7300,674.3,-142.8
Vista Heights,D11,Sep-24,598.00,11.50,6877.0000,674.3,-76.3
Vista Heights,D11,Sep-25,892.90,11.50,10268.3500,674.3,218.6
Vista Heights,D12,Apr-23,1970.00,11.50,22655.0000,513.5,1456.5
Vista Heights,D12,Apr-24,520.60,11.00,5726.6000,513.5,7.1
Vista Heights,D12,Apr-25,644.70,11.50,7414.0500,513.5,131.2
Vista Heights,D12,Apr-26,459.30,11.50,5281.9500,513.5,-54.2
Vista Heights,D12,Aug-23,507.70,11.00,5584.7000,513.5,-5.8
Vista Heights,D12,Aug-24,529.00,11.50,6083.5000,513.5,15.5
Vista Heights,D12,Aug-25,468.80,11.50,5391.2000,513.5,-44.7
Vista Heights,D12,Dec-24,409.10,11.50,4704.6500,513.5,-104.4
Vista Heights,D12,Dec-25,195.20,11.50,2244.8000,513.5,-318.3
Vista Heights,D12,Feb-24,384.40,11.00,4228.4000,513.5,-129.1
Vista Heights,D12,Feb-25,494.80,11.50,5690.2000,513.5,-18.7
Vista Heights,D12,Feb-26,352.20,11.50,4050.3000,513.5,-161.3
Vista Heights,D12,Jan-24,172.80,11.00,1900.8000,513.5,-340.7
Vista Heights,D12,Jan-25,335.70,11.50,3860.5500,513.5,-177.8
Vista Heights,D12,Jan-26,207.70,11.50,2388.5500,513.5,-305.8
Vista Heights,D12,Jul-23,0.00,11.00,0.0000,513.5,-513.5
Vista Heights,D12,Jul-24,586.00,11.50,6739.0000,513.5,72.5
Vista Heights,D12,Jul-25,735.40,11.50,8457.1000,513.5,221.9
Vista Heights,D12,Jun-23,0.00,11.00,0.0000,513.5,-513.5
Vista Heights,D12,Jun-24,763.00,11.00,8393.0000,513.5,249.5
Vista Heights,D12,Jun-25,726.80,11.50,8358.2000,513.5,213.3
Vista Heights,D12,Jun-26,709.90,11.50,8163.8500,513.5,196.4
Vista Heights,D12,Mar-24,520.20,11.00,5722.2000,513.5,6.7
Vista Heights,D12,Mar-25,626.50,11.50,7204.7500,513.5,113.0
Vista Heights,D12,Mar-26,488.50,11.50,5617.7500,513.5,-25.0
Vista Heights,D12,May-23,0.00,11.00,0.0000,513.5,-513.5
Vista Heights,D12,May-24,810.00,11.00,8910.0000,513.5,296.5
Vista Heights,D12,May-25,650.80,11.50,7484.2000,513.5,137.3
Vista Heights,D12,May-26,469.90,11.50,5403.8500,513.5,-43.6
Vista Heights,D12,Nov-23,431.70,11.00,4748.7000,513.5,-81.8
Vista Heights,D12,Nov-24,549.70,11.50,6321.5500,513.5,36.2
Vista Heights,D12,Nov-25,361.30,11.50,4154.9500,513.5,-152.2
Vista Heights,D12,Oct-23,490.50,11.00,5395.5000,513.5,-23.0
Vista Heights,D12,Oct-24,570.80,11.50,6564.2000,513.5,57.3
Vista Heights,D12,Oct-25,491.10,11.50,5647.6500,513.5,-22.4
Vista Heights,D12,Sep-23,679.60,11.00,7475.6000,513.5,166.1
Vista Heights,D12,Sep-24,684.40,11.50,7870.6000,513.5,170.9
Vista Heights,D12,Sep-25,513.60,11.50,5906.4000,513.5,0.1
Vista Heights,D13A,Apr-23,0.00,11.50,0.0000,509.5,-509.5
Vista Heights,D13A,Apr-25,0.00,11.50,0.0000,509.5,-509.5
Vista Heights,D13A,Aug-24,0.00,11.50,0.0000,509.5,-509.5
Vista Heights,D13A,Aug-25,9258.60,11.50,106473.9000,509.5,8749.1
Vista Heights,D13A,Dec-24,0.00,11.50,0.0000,509.5,-509.5
Vista Heights,D13A,Dec-25,253.90,11.50,2919.8500,509.5,-255.6
Vista Heights,D13A,Feb-25,0.00,11.50,0.0000,509.5,-509.5
Vista Heights,D13A,Feb-26,52.70,11.50,606.0500,509.5,-456.8
Vista Heights,D13A,Jan-25,0.00,11.50,0.0000,509.5,-509.5
Vista Heights,D13A,Jan-26,238.90,11.50,2747.3500,509.5,-270.6
Vista Heights,D13A,Jul-24,0.00,11.50,0.0000,509.5,-509.5
Vista Heights,D13A,Jul-25,0.00,11.50,0.0000,509.5,-509.5
Vista Heights,D13A,Jun-24,0.00,11.00,0.0000,509.5,-509.5
Vista Heights,D13A,Jun-25,0.00,11.50,0.0000,509.5,-509.5
Vista Heights,D13A,Mar-25,0.00,11.50,0.0000,509.5,-509.5
Vista Heights,D13A,May-25,0.00,11.50,0.0000,509.5,-509.5
Vista Heights,D13A,Nov-24,0.00,11.50,0.0000,509.5,-509.5
Vista Heights,D13A,Nov-25,576.90,11.50,6634.3500,509.5,67.4
Vista Heights,D13A,Oct-24,0.00,11.50,0.0000,509.5,-509.5
Vista Heights,D13A,Oct-25,529.70,11.50,6091.5500,509.5,20.2
Vista Heights,D13A,Sep-24,0.00,11.50,0.0000,509.5,-509.5
Vista Heights,D13A,Sep-25,298.70,11.50,3435.0500,509.5,-210.8
Vista Heights,D13B,Apr-23,568.00,11.50,6532.0000,270.1,297.9
Vista Heights,D13B,Apr-24,544.50,11.00,5989.5000,270.1,274.4
Vista Heights,D13B,Apr-25,0.00,11.50,0.0000,270.1,-270.1
Vista Heights,D13B,Aug-23,479.79,11.00,5277.6900,270.1,209.7
Vista Heights,D13B,Aug-24,500.00,11.50,5750.0000,270.1,229.9
Vista Heights,D13B,Aug-25,0.00,11.50,0.0000,270.1,-270.1
Vista Heights,D13B,Dec-24,544.00,11.50,6256.0000,270.1,273.9
Vista Heights,D13B,Dec-25,0.00,11.50,0.0000,270.1,-270.1
Vista Heights,D13B,Feb-24,438.43,11.00,4822.7300,270.1,168.4
Vista Heights,D13B,Feb-25,0.00,11.50,0.0000,270.1,-270.1
Vista Heights,D13B,Feb-26,0.00,11.50,0.0000,270.1,-270.1
Vista Heights,D13B,Jan-24,358.67,11.00,3945.3700,270.1,88.6
Vista Heights,D13B,Jan-25,0.00,11.50,0.0000,270.1,-270.1
Vista Heights,D13B,Jan-26,0.00,11.50,0.0000,270.1,-270.1
Vista Heights,D13B,Jul-23,347.61,11.00,3823.7100,270.1,77.5
Vista Heights,D13B,Jul-24,534.00,11.50,6141.0000,270.1,263.9
Vista Heights,D13B,Jul-25,0.00,11.50,0.0000,270.1,-270.1
Vista Heights,D13B,Jun-23,382.01,11.00,4202.1100,270.1,111.9
Vista Heights,D13B,Jun-24,600.00,11.00,6600.0000,270.1,329.9
Vista Heights,D13B,Jun-25,0.00,11.50,0.0000,270.1,-270.1
Vista Heights,D13B,Mar-24,588.69,11.00,6475.5900,270.1,318.6
